sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Profile 1;Profile 2
;2;Session genius.core.session.Session@7611c350 failed: Failed to execute protocol: Execution failed of BayesianAgent@21:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, agents.BayesianAgent];10s;No;;0;;;;;;Appaloosa;BayesianAgent;0.0;0.0;0.0;0.0;party1_utility;party3_utility
;2;Session genius.core.session.Session@e90cda3 failed: Failed to execute protocol: Execution failed of BayesianAgent@22:java.lang.NullPointerException: null:[agents.BayesianAgent, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;BayesianAgent;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party3_utility
;2;Session genius.core.session.Session@46caa922 failed: Failed to execute protocol: Execution failed of GroupY@24:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\groupY\GroupY.class, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;GroupY;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@2ce0b76c failed: Failed to execute protocol: Execution failed of GroupY@27:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, C:\Users\og4428\orhun_workspace\Anac\bin\groupY\GroupY.class];10s;No;;0;;;;;;Appaloosa;GroupY;0.0;0.0;0.0;0.0;party1_utility;party2_utility
7.147;270;;10s;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;BayesianAgent@28;GroupY@29;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
8.172;289;;10s;Yes;No;2;0.66621;0.94167;0.00000;0.30558;1.60787;GroupY@30;BayesianAgent@31;0.9416666666666667;0.6662075599338653;0.9416666666666667;0.6662075599338653;party1_utility.xml;party2_utility.xml
;2;Session genius.core.session.Session@6e354524 failed: Failed to execute protocol: Execution failed of BayesianAgent@33:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, agents.BayesianAgent];10s;No;;0;;;;;;Appaloosa;BayesianAgent;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@50662a42 failed: Failed to execute protocol: Execution failed of BayesianAgent@34:java.lang.NullPointerException: null:[agents.BayesianAgent, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;BayesianAgent;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@55d460b0 failed: Failed to execute protocol: Execution failed of GroupY@36:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\groupY\GroupY.class, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;GroupY;Appaloosa;0.0;0.0;0.0;0.0;party2_utility;party3_utility
;2;Session genius.core.session.Session@33bd7d94 failed: Failed to execute protocol: Execution failed of GroupY@39:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, C:\Users\og4428\orhun_workspace\Anac\bin\groupY\GroupY.class];10s;No;;0;;;;;;Appaloosa;GroupY;0.0;0.0;0.0;0.0;party2_utility;party3_utility
10.000;323;;10s;No;No;1;0.00000;0.00000;1.08556;1.20458;0.00000;BayesianAgent@40;GroupY@41;0.0;0.0;0.0;0.0;party2_utility.xml;party3_utility.xml
10.000;843;;10s;No;No;1;0.00000;0.00000;1.08556;1.20458;0.00000;GroupY@42;BayesianAgent@43;0.0;0.0;0.0;0.0;party2_utility.xml;party3_utility.xml
;2;Session genius.core.session.Session@4b7faff4 failed: Failed to execute protocol: Execution failed of BayesianAgent@45:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, agents.BayesianAgent];10s;No;;0;;;;;;Appaloosa;BayesianAgent;0.0;0.0;0.0;0.0;party2_utility;party3_utility
;2;Session genius.core.session.Session@1ac2375c failed: Failed to execute protocol: Execution failed of BayesianAgent@46:java.lang.NullPointerException: null:[agents.BayesianAgent, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;BayesianAgent;Appaloosa;0.0;0.0;0.0;0.0;party2_utility;party3_utility
;2;Session genius.core.session.Session@6bb3efd2 failed: Failed to execute protocol: Execution failed of GroupY@48:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\groupY\GroupY.class, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;GroupY;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party3_utility
;2;Session genius.core.session.Session@6637ebe6 failed: Failed to execute protocol: Execution failed of GroupY@51:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, C:\Users\og4428\orhun_workspace\Anac\bin\groupY\GroupY.class];10s;No;;0;;;;;;Appaloosa;GroupY;0.0;0.0;0.0;0.0;party1_utility;party3_utility
9.903;324;;10s;Yes;No;2;0.76583;0.78029;0.08479;0.10030;1.54612;BayesianAgent@52;GroupY@53;0.7658333333333334;0.7802868177474719;0.7658333333333334;0.7802868177474719;party1_utility.xml;party3_utility.xml
9.929;329;;10s;Yes;No;2;0.75333;0.87220;0.01671;0.11935;1.62553;GroupY@54;BayesianAgent@55;0.7533333333333333;0.8721996818099332;0.7533333333333333;0.8721996818099332;party1_utility.xml;party3_utility.xml
;2;Session genius.core.session.Session@551a6629 failed: Failed to execute protocol: Execution failed of BayesianAgent@57:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, agents.BayesianAgent];10s;No;;0;;;;;;Appaloosa;BayesianAgent;0.0;0.0;0.0;0.0;party1_utility;party3_utility
;2;Session genius.core.session.Session@6b9d952c failed: Failed to execute protocol: Execution failed of BayesianAgent@58:java.lang.NullPointerException: null:[agents.BayesianAgent, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;BayesianAgent;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party3_utility
;2;Session genius.core.session.Session@4d5e2cc9 failed: Failed to execute protocol: Execution failed of GroupY@60:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\groupY\GroupY.class, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;GroupY;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@24bfa51a failed: Failed to execute protocol: Execution failed of GroupY@63:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, C:\Users\og4428\orhun_workspace\Anac\bin\groupY\GroupY.class];10s;No;;0;;;;;;Appaloosa;GroupY;0.0;0.0;0.0;0.0;party1_utility;party2_utility
6.707;258;;10s;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;BayesianAgent@64;GroupY@65;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
8.203;289;;10s;Yes;No;2;0.66621;0.94167;0.00000;0.30558;1.60787;GroupY@66;BayesianAgent@67;0.9416666666666667;0.6662075599338653;0.9416666666666667;0.6662075599338653;party1_utility.xml;party2_utility.xml
;2;Session genius.core.session.Session@60a715a1 failed: Failed to execute protocol: Execution failed of BayesianAgent@69:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, agents.BayesianAgent];10s;No;;0;;;;;;Appaloosa;BayesianAgent;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@2eb82bb4 failed: Failed to execute protocol: Execution failed of BayesianAgent@70:java.lang.NullPointerException: null:[agents.BayesianAgent, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;BayesianAgent;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@36455350 failed: Failed to execute protocol: Execution failed of GroupY@72:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\groupY\GroupY.class, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;GroupY;Appaloosa;0.0;0.0;0.0;0.0;party2_utility;party3_utility
;2;Session genius.core.session.Session@1130db74 failed: Failed to execute protocol: Execution failed of GroupY@75:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, C:\Users\og4428\orhun_workspace\Anac\bin\groupY\GroupY.class];10s;No;;0;;;;;;Appaloosa;GroupY;0.0;0.0;0.0;0.0;party2_utility;party3_utility
